Totals by Breakout
Date,India,Indonesia,Thailand,Mexico,United States,Australia,Hungary,Italy,France,QA,BY,Singapore,KR,Czech Republic,Greece,Canada,Japan,Austria,Ireland,RS,Israel,Poland,Switzerland,TN,Taiwan,Netherlands,United Kingdom,Belgium,Hong Kong,Russia,New Zealand,Norway,Germany,Vietnam,GH,Sweden,Slovakia,China,Brazil,Philippines,Romania,Morocco,Colombia,Chile,Spain,South Africa,Argentina,Ukraine,Finland,Turkey,SI,MU,KH,Denmark,DO,Egypt,IR,Saudi Arabia,Malaysia,Portugal,KE,PK,Estonia,CR,GN,LB,LU,AF,UY,BO,KZ,LK,UAE,TM,CI,GE,JO,HR,Lithuania,AD,SL,AO,LR,IS,Bulgaria,Venezuela,Peru,LV,MM,CM,MK,AW,CY,NA,MO,DZ,OM,SV,MT,CW,TT,HT,NG,MW,Ecuador,MD,PR,BD,TJ,AL,GT,PS,MZ,Panama,MV,KW,IM,YE,UZ,NP,GI,LS,BH,IQ,LA,FJ,GG,SC,UG,GA,HN,BB,CV
2017-11-09,34,4,1,8,111,19,5,9,21,2,0,7,3,0,0,16,9,5,4,0,6,11,3,1,4,6,20,1,3,0,1,3,18,1,0,6,1,1,4,1,3,1,4,2,16,2,3,10,3,2,2,4,4,0,2,1,0,0,1,2,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10,34,4,1,8,111,20,5,10,22,2,0,7,3,0,0,17,10,5,4,0,6,11,3,1,4,5,18,1,4,0,1,2,19,1,0,6,1,1,5,1,3,1,5,2,15,2,3,10,3,2,2,4,4,0,2,1,0,0,1,2,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-11,36,4,1,8,113,20,5,10,21,2,0,9,3,0,0,17,10,4,4,0,8,9,3,1,7,5,19,1,4,0,1,3,19,1,0,6,1,1,4,1,3,1,4,2,14,2,3,10,3,2,2,4,4,0,2,1,0,0,1,3,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-12,36,4,1,8,114,21,5,10,23,2,0,8,3,0,0,17,9,4,4,0,8,9,3,1,7,5,19,1,5,1,1,3,19,1,0,6,0,2,4,1,2,1,5,2,14,2,3,9,3,2,2,2,4,0,2,1,0,0,2,4,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-13,32,4,1,8,110,21,5,10,20,2,0,9,3,0,0,17,10,4,4,0,8,8,3,0,7,5,21,1,5,2,1,3,20,1,0,7,0,2,4,1,2,1,5,2,12,2,3,8,3,2,2,6,4,0,2,1,0,0,2,4,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-14,35,4,1,8,106,20,5,10,19,2,0,9,3,0,0,17,9,4,4,0,5,9,4,0,7,6,20,1,5,2,1,1,20,1,0,7,0,2,4,1,2,1,6,1,14,2,3,8,3,2,2,7,4,0,2,1,0,0,2,4,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-15,37,4,0,9,108,20,5,8,19,2,0,9,3,0,0,18,8,4,3,0,5,7,4,1,7,5,21,1,5,2,1,1,20,1,0,6,0,2,4,1,2,1,7,1,14,3,3,9,3,2,1,7,4,0,2,1,0,0,2,3,0,0,0,1,2,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-16,36,4,0,9,111,21,5,10,20,2,0,9,2,0,0,17,9,5,3,0,4,10,5,1,7,5,20,1,4,2,1,1,24,1,0,6,0,1,3,1,2,1,8,1,17,3,3,8,2,2,1,8,4,0,2,1,0,0,2,3,0,0,0,1,2,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-17,37,4,0,9,112,20,5,9,24,2,0,9,3,0,0,17,9,5,3,0,4,8,5,1,9,7,20,1,5,2,1,1,23,1,0,6,0,1,2,1,3,1,5,1,18,3,3,8,2,2,1,7,3,0,2,1,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-18,35,4,0,9,108,21,6,9,24,2,0,7,3,0,0,18,9,5,3,0,4,11,5,1,6,7,18,2,5,2,1,1,24,1,0,6,0,0,3,1,2,1,6,1,17,3,2,8,2,2,1,7,3,0,2,2,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-19,38,7,1,9,111,22,6,8,25,2,0,5,3,0,0,18,9,5,3,0,4,7,5,1,6,7,20,1,5,2,1,1,21,1,0,6,0,0,3,1,2,1,4,1,17,3,2,8,3,2,1,7,4,0,2,2,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-20,37,6,1,9,112,22,6,8,25,2,0,4,4,0,0,18,9,5,3,0,4,7,5,1,6,7,19,1,4,4,1,1,20,1,0,5,0,0,4,1,3,1,4,1,15,3,2,8,3,2,1,5,4,0,2,2,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-21,38,6,1,9,113,22,6,8,26,2,0,6,4,0,0,17,9,5,3,0,4,8,5,1,6,7,18,1,4,3,1,1,19,1,0,6,0,0,4,1,2,1,5,1,15,3,3,8,3,2,1,4,4,0,2,1,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-22,39,4,1,9,115,22,6,9,27,2,0,8,4,0,0,17,9,5,3,0,3,7,6,1,6,6,18,1,4,2,1,1,19,1,0,6,0,0,4,1,2,1,5,1,15,2,3,8,3,2,1,3,4,0,2,1,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-23,34,5,1,9,109,22,7,9,24,2,0,8,5,0,0,17,8,4,3,0,3,7,5,1,6,7,18,1,4,3,1,1,18,1,0,6,0,0,4,1,2,1,5,1,12,2,3,8,3,2,1,3,4,0,2,1,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-24,37,4,1,9,110,21,7,9,21,2,0,8,3,0,0,15,8,4,3,0,4,10,5,1,5,6,14,1,4,3,1,1,18,1,0,6,0,0,4,1,2,0,5,0,12,2,3,8,3,2,1,3,3,0,2,1,0,1,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-25,36,4,1,9,111,23,7,9,22,2,0,8,3,0,0,14,8,4,3,0,4,9,5,1,4,6,14,1,4,1,1,1,17,1,0,7,1,0,3,1,2,0,4,1,11,3,3,9,3,2,1,5,3,0,2,1,0,1,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26,36,3,0,9,109,22,5,9,22,2,0,9,3,0,0,14,10,4,3,0,4,8,6,1,4,6,15,1,3,2,1,1,18,1,0,6,1,1,4,1,2,0,5,1,12,3,3,8,3,2,1,5,4,0,2,2,0,1,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-27,40,3,0,9,109,21,7,9,24,2,0,9,3,0,0,16,10,4,3,0,5,8,5,1,4,6,16,1,4,2,1,1,19,1,0,7,1,1,3,1,2,0,5,1,12,3,3,8,2,2,1,3,3,0,2,2,0,1,1,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28,40,3,0,9,113,21,7,9,22,2,0,10,3,0,0,16,9,5,3,0,5,8,5,1,4,6,16,1,5,1,1,2,20,1,0,7,1,1,3,1,2,0,6,1,11,3,3,7,2,2,1,5,3,1,2,1,0,1,1,4,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29,41,3,0,9,123,21,7,9,19,2,0,9,3,0,0,16,9,5,3,0,6,8,5,1,4,6,16,1,6,2,1,3,22,1,0,7,1,1,3,1,2,0,6,1,11,3,3,7,2,2,1,5,3,1,2,2,0,1,1,4,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30,41,3,0,9,129,22,6,10,20,2,0,9,2,0,0,16,9,5,4,0,5,8,5,1,4,8,16,1,6,2,2,2,22,1,0,6,1,1,3,1,4,0,6,1,11,4,3,7,2,2,1,5,4,1,2,2,0,1,1,4,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,41,3,0,9,130,23,6,10,21,2,0,9,2,0,0,16,9,5,4,0,6,10,5,1,4,7,15,2,6,3,2,2,22,0,0,6,1,1,3,1,3,0,6,1,12,4,5,8,2,2,1,5,4,1,2,2,0,0,1,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-02,42,3,0,9,131,24,6,10,20,2,0,11,2,0,0,15,9,5,4,0,6,11,5,1,5,8,16,2,6,3,2,2,22,0,0,6,0,1,3,1,2,0,6,1,12,4,5,10,3,2,1,4,4,1,2,2,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-03,40,3,0,9,128,25,6,10,21,2,0,9,4,0,0,15,10,5,4,0,7,8,4,1,5,9,16,2,7,2,2,2,23,0,0,6,0,1,3,1,2,0,6,1,14,4,5,9,3,2,1,3,4,1,2,1,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-04,39,3,0,9,131,25,6,9,19,2,0,10,3,1,0,14,9,5,4,0,8,7,5,1,5,9,17,2,5,2,2,2,20,0,0,5,0,1,3,1,2,0,4,1,13,3,4,10,3,2,1,3,4,1,2,1,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-05,42,3,0,9,132,24,6,10,19,2,0,9,3,1,0,15,7,5,4,0,8,7,5,1,5,10,16,2,6,3,2,2,21,0,0,5,0,3,3,1,4,0,4,1,13,3,4,8,4,2,1,5,4,1,2,1,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-06,40,3,1,10,137,24,6,9,20,2,0,9,3,1,0,18,7,5,4,0,8,5,5,1,5,9,18,2,4,4,2,2,23,0,0,5,0,3,3,1,4,0,4,1,13,3,3,8,4,2,1,5,4,1,2,1,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-07,45,4,1,9,140,22,6,9,19,2,0,8,3,1,0,18,8,5,3,0,8,7,5,1,5,7,19,2,4,4,2,2,22,0,0,5,0,3,3,1,4,0,4,1,14,3,3,8,4,2,1,5,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-08,45,3,1,9,142,21,6,9,21,2,0,9,3,1,0,19,6,5,3,0,7,6,5,1,4,9,18,2,4,4,5,2,21,0,0,5,1,3,2,1,3,0,3,1,12,4,3,8,4,2,1,5,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-09,47,3,1,9,138,23,6,9,20,2,0,10,3,1,0,19,7,5,4,0,6,6,5,1,4,11,19,2,6,5,5,2,20,0,0,6,1,4,2,1,3,0,4,1,12,4,3,10,4,2,1,5,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-10,41,3,1,9,144,22,6,8,20,2,0,8,3,1,0,19,6,5,4,0,6,6,5,1,3,10,20,2,4,5,5,2,20,0,0,5,1,1,2,1,2,0,5,1,14,4,3,8,4,2,2,5,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-11,44,2,1,10,138,21,6,8,20,2,0,8,3,0,0,18,7,5,4,0,8,6,5,1,3,9,22,2,5,5,5,2,21,1,0,5,1,1,2,1,2,0,5,0,15,4,3,8,4,2,1,5,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-12,42,2,1,9,143,22,6,9,21,2,0,9,3,0,0,17,7,5,4,0,7,6,5,1,3,9,22,2,5,5,5,2,21,1,0,5,1,1,3,1,2,0,5,2,15,4,3,8,3,2,1,4,3,1,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13,41,2,1,9,143,22,6,9,21,2,0,8,2,0,0,17,6,5,4,0,7,5,5,1,3,10,23,2,5,4,5,2,22,1,0,4,1,1,3,1,2,0,5,2,14,4,4,8,3,2,1,6,4,2,2,1,0,0,2,4,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-14,40,2,1,9,136,22,4,9,21,2,0,8,2,0,0,17,6,5,4,0,8,6,5,1,4,10,23,2,4,3,5,2,22,1,0,5,1,2,3,1,2,0,6,2,14,4,3,8,3,2,1,7,4,2,2,1,0,0,2,3,0,0,0,1,2,0,0,0,0,2,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,40,2,1,9,137,22,4,10,22,2,0,8,2,0,0,19,9,5,4,0,9,7,5,1,4,9,21,2,4,3,2,2,22,1,0,5,1,2,4,1,2,0,7,2,13,4,4,9,3,2,1,7,4,2,2,2,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-16,40,3,1,9,137,22,4,10,22,2,0,8,2,0,0,21,9,4,3,0,8,7,5,1,4,9,21,2,4,3,2,2,22,1,0,5,1,2,4,1,2,0,7,2,13,4,4,9,3,2,1,7,4,2,0,1,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,39,2,1,9,137,20,4,10,22,2,0,8,6,0,0,21,9,4,3,0,8,4,5,1,4,8,24,2,5,4,2,2,23,1,0,4,1,2,4,1,2,0,6,2,11,3,4,9,3,2,1,6,4,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,40,3,1,9,135,20,4,10,22,2,0,8,2,0,0,23,8,4,3,0,8,4,5,1,4,9,24,2,5,4,1,2,26,1,0,4,1,0,4,1,2,0,7,2,9,3,4,9,3,2,1,5,4,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-19,38,3,1,9,134,20,4,9,23,2,0,7,2,0,0,22,8,4,3,0,8,4,5,1,4,8,23,2,5,4,1,2,24,1,0,4,1,0,3,1,2,0,6,2,8,3,4,10,3,2,1,4,4,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-20,37,3,1,9,136,21,4,8,23,2,0,8,3,0,0,23,7,4,4,0,8,3,4,1,4,9,25,2,4,4,0,2,24,2,0,5,1,0,3,1,2,0,6,2,8,3,4,9,3,2,1,2,3,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-21,40,3,0,9,133,20,4,9,23,2,0,7,3,1,0,23,9,5,4,0,8,6,6,1,4,9,23,2,5,5,0,2,22,2,0,5,1,1,3,1,2,0,5,2,8,3,5,9,3,2,1,2,3,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,41,3,0,8,129,19,4,9,21,2,0,7,3,1,0,23,6,4,4,0,8,7,7,1,4,10,22,2,5,3,0,2,22,2,0,4,1,1,3,1,3,0,5,2,8,3,5,10,3,1,1,3,3,2,0,2,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-23,43,3,0,8,132,19,4,9,23,2,0,9,3,4,0,21,6,4,4,0,8,6,7,1,4,10,21,2,6,3,0,2,22,2,0,4,1,0,4,1,2,0,4,2,8,3,5,10,4,2,1,3,3,2,0,3,0,0,2,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,43,3,0,9,130,18,4,9,23,2,0,7,4,4,0,20,8,4,4,0,8,4,7,1,4,12,23,2,4,4,0,2,22,2,0,4,1,0,4,1,2,0,4,3,8,3,5,9,4,2,1,3,3,2,0,2,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-25,43,3,0,9,131,19,4,9,22,1,0,9,7,4,0,22,7,4,4,0,9,6,8,1,4,10,21,2,6,3,0,2,19,2,0,4,0,1,4,1,2,0,3,3,9,3,5,9,4,2,1,3,3,2,0,2,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,42,3,0,9,130,18,4,9,23,1,0,9,6,2,0,24,7,4,4,0,7,3,8,1,4,10,26,2,4,3,0,2,19,2,0,3,0,2,4,1,2,0,2,3,8,3,4,8,4,2,1,7,3,1,0,2,0,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-27,41,3,0,10,130,18,3,9,21,1,0,10,5,2,0,21,7,4,3,0,7,5,8,1,5,10,21,2,3,3,0,2,19,2,0,3,0,2,3,1,3,0,2,3,8,3,3,8,4,3,1,7,2,1,0,2,0,0,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
